patent_id,section,cpc_class,cpc_subclass
9515800,H,H04,H04W
9631185,C,C12,C12Y
9682183,A,A61,A61M
9703340,H,H02,H02J
9736960,H,H02,H02B
9737517,A,A61,A61K
9807264,H,H04,H04W
9921245,G,G01,G01R
10033968,G,G06,G06V
10079458,H,H01,H01R
10106043,Y,Y02,Y02T
10118566,B,B60,B60R
10150345,F,F16,F16F
10167558,H,H01,H01L
10191172,B,B63,B63C
10252762,B,B62,B62M
10333173,H,H01,H01M
10357807,B,B60,B60B
10364527,D,D06,D06M
10393303,F,F16,F16N
10408767,G,G01,G01N
10434153,A,A61,A61K
10440911,C,C07,C07K
10484843,H,H04,H04B
10545810,G,G06,G06F
10567422,H,H04,H04L
10617604,A,A61,A61J
10627004,F,F16,F16K
10674609,B,B26,B26F
10727560,H,H01,H01P
10737943,C,C30,C30B
10779417,H,H01,H01L
10836599,B,B65,B65H
10836078,B,B29,B29K
10869490,A,A23,A23G
10881728,A,A61,A61K
10972063,G,G01,G01R
11087096,G,G06,G06Q
11087818,G,G11,G11C
11113867,G,G06,G06F
11149148,B,B01,B01J
11182495,G,G06,G06F
11298639,B,B01,B01D
11428067,E,E21,E21B
11451648,H,H04,H04N
11449748,G,G06,G06N
11562590,G,G06,G06V
11650624,H,H10,H10K
11742945,H,H01,H01S
11765196,G,G06,G06F
11807037,B,B60,B60B
11816986,G,G08,G08G
11831054,H,H01,H01M
11830081,G,G06,G06Q
11857785,A,A61,A61B
11963634,A,A47,A47J
11995208,G,G06,G06F
12059042,A,A61,A61B
12072702,E,E02,E02F
12077347,Y,Y02,Y02A
12144544,G,G02,G02C
12174183,C,C12,C12Q
12178509,A,A61,A61H
12261869,G,G06,G06F
12267015,H,H03,H03K
12287216,B,B60,B60K
12304962,C,C12,C12N
12396588,A,A47,A47J
10760314,E,E05,E05D
10928804,G,G05,G05B
8034268,B,B29,B29C
8167586,F,F15,F15B
8286336,H,H01,H01F
8405760,G,G02,G02B
8608857,B,B08,B08B
8680239,A,A61,A61P
8692812,B,B05,B05D
9225804,G,G06,G06F
9221196,B,B29,B29D
9278234,A,A61,A61Q
9333825,B,B60,B60G
9345104,G,G09,G09G
9428181,F,F16,F16H
9456631,A,A23,A23N
9736960,A,A47,A47B
9758372,B,B81,B81B
9773020,G,G06,G06Q
9786036,G,G06,G06V
9800955,G,G10,G10L
9921245,B,B29,B29L
9932237,C,C09,C09D
9981750,F,F16,F16C
10279791,B,B61,B61H
10333330,H,H02,H02J
10393303,F,F05,F05D
10477189,G,G01,G01B
10480751,F,F21,F21K
10521317,G,G06,G06F
10519222,C,C07,C07K
10540603,H,H04,H04L
10553495,B,B82,B82Y
10843765,B,B62,B62J
10933678,B,B41,B41M
10966071,G,G06,G06F
10998600,Y,Y02,Y02E
11040077,A,A61,A61K
11169132,G,G01,G01V
11230380,B,B64,B64C
11389431,A,A61,A61K
11428067,C,C22,C22C
11461690,G,G06,G06N
11567394,E,E06,E06B
11606139,G,G01,G01M
11650624,H,H05,H05K
11736878,G,G06,G06F
11881719,G,G06,G06F
12144544,A,A61,A61B
12304962,C,C07,C07K
10100777,B,B22,B22C
8195825,G,G06,G06F
8277523,C,C10,C10K
8409851,C,C12,C12M
8785915,C,C07,C07C
9056515,B,B41,B41M
9265341,A,A47,A47B
9278234,A,A23,A23L
9413287,F,F24,F24S
9550512,A,A01,A01M
9710848,B,B25,B25B
9786036,G,G06,G06T
9903870,C,C07,C07K
9921245,B,B29,B29C
9981750,B,B64,B64D
10054488,B,B61,B61K
10150345,B,B60,B60G
10160911,F,F23,F23N
10393303,F,F01,F01M
10435254,A,A47,A47C
10484843,H,H04,H04M
10480751,F,F21,F21V
10543183,C,C07,C07D
10598139,F,F23,F23R
10738664,F,F01,F01L
10759906,A,A61,A61K
11174426,C,C09,C09K
8277523,C,C01,C01B
8409851,C,C12,C12N
9138664,A,A61,A61M
9495803,G,G06,G06T
9536054,A,A61,A61B
10308962,A,A01,A01N
10355190,C,C01,C01B
10364527,A,A62,A62C
10598139,F,F17,F17D
10697587,B,B27,B27G
11169132,B,B01,B01L
8409851,B,B01,B01D
9495803,G,G06,G06F
10543183,A,A61,A61K
10598139,F,F05,F05D
10697587,B,B23,B23D
12059042,A,A41,A41C
10598139,B,B01,B01D
3942982,H,H01,H01L
4017652,C,C09,C09D
4053844,G,G01,G01R
4061767,C,C07,C07D
4069090,Y,Y10,Y10T
4074830,A,A01,A01C
4092919,B,B41,B41L
4100107,B,B01,B01D
4122558,A,A47,A47K
4131119,B,B01,B01D
4147453,E,E21,E21D
4168882,G,G02,G02B
4169912,Y,Y10,Y10S
4189808,Y,Y10,Y10T
4222955,C,C08,C08G
4225976,H,H04,H04B
4291020,C,C12,C12N
4322877,Y,Y10,Y10S
4358123,A,A47,A47L
4497446,A,A01,A01C
4510570,G,G05,G05B
4527060,H,H05,H05G
4576694,H,H01,H01F
4585117,B,B65,B65G
4602980,Y,Y10,Y10S
4645903,B,B23,B23K
4659334,Y,Y10,Y10T
4683448,G,G02,G02F
4707902,Y,Y10,Y10T
4766168,C,C08,C08L
4775195,Y,Y10,Y10S
4785446,H,H04,H04L
4796837,B,B64,B64D
4836208,A,A61,A61B
4890385,B,B23,B23D
4930819,Y,Y10,Y10T
5000466,B,B62,B62B
5034348,H,H10,H10D
5093842,H,H04,H04L
5122852,H,H10,H10F
5137952,C,C08,C08F
5142686,G,G06,G06F
5160641,C,C11,C11D
5200611,H,H04,H04N
5398217,G,G01,G01V
5424102,Y,Y10,Y10S
5429179,Y,Y02,Y02B
5495723,F,F25,F25B
5510652,H,H01,H01L
5573557,F,F23,F23K
5659788,G,G06,G06F
5671936,B,B62,B62K
5677600,G,G09,G09G
5682346,G,G11,G11C
5683334,A,A63,A63B
5712785,G,G08,G08G
5741086,Y,Y02,Y02A
5742319,G,G03,G03G
5795390,B,B05,B05C
5831187,C,C22,C22C
5843508,A,A23,A23N
5909667,G,G10,G10L
5944250,B,B23,B23K
5963823,H,H10,H10D
5971494,B,B60,B60P
6073042,G,G01,G01R
6076272,B,B60,B60T
6089951,A,A63,A63H
6108936,F,F26,F26B
6133630,H,H01,H01L
6247159,H,H03,H03M
6249391,G,G02,G02B
6252886,H,H04,H04W
6293042,A,A01,A01M
6316446,A,A61,A61K
6331897,G,G06,G06K
6392626,G,G09,G09G
6414834,Y,Y10,Y10T
6450475,H,H04,H04N
6466809,A,A61,A61B
6463931,A,A61,A61M
6493036,H,H04,H04N
6535488,H,H04,H04L
6632065,Y,Y10,Y10S
6650185,H,H03,H03F
6750158,Y,Y10,Y10S
6763161,H,H02,H02N
6831788,H,H04,H04N
6848688,B,B65,B65H
6930483,G,G01,G01R
6975718,Y,Y10,Y10S
6975382,G,G03,G03F
7001827,H,H01,H01L
7078039,Y,Y10,Y10S
7135718,H,H10,H10D
7175668,A,A61,A61F
7185234,G,G06,G06F
7198853,Y,Y10,Y10T
7236927,G,G10,G10L
7249284,H,H04,H04L
7261217,B,B65,B65D
7275233,G,G06,G06F
7322641,A,A47,A47C
7349597,G,G02,G02B
7367850,H,H04,H04Q
7416720,A,A61,A61K
7440153,G,G02,G02F
7465028,Y,Y10,Y10T
7472889,Y,Y10,Y10S
7487477,G,G06,G06F
7515131,G,G09,G09G
7536400,Y,Y10,Y10S
7589573,G,G05,G05F
7608249,C,C07,C07D
7618821,Y,Y10,Y10T
7679081,H,H10,H10D
7732544,Y,Y10,Y10S
7786031,Y,Y10,Y10T
7792937,H,H04,H04M
7815899,A,A61,A61K
7856435,G,G06,G06F
7878724,B,B41,B41J
7910644,C,C09,C09D
7959219,B,B62,B62D
8004202,Y,Y02,Y02B
8021603,F,F27,F27B
8032977,Y,Y10,Y10T
8068383,G,G11,G11C
8095057,G,G03,G03G
8129867,H,H03,H03H
8200956,H,H04,H04L
8212823,H,H04,H04N
8224173,G,G03,G03B
8240461,B,B65,B65G
8248380,G,G06,G06F
8271661,H,H04,H04L
8286839,B,B65,B65D
8321714,H,H05,H05B
8421532,Y,Y10,Y10T
8441170,H,H02,H02N
8481041,C,C07,C07K
8492430,C,C07,C07D
8587115,Y,Y10,Y10T
8595611,G,G06,G06F
8601791,Y,Y02,Y02T
8641708,A,A61,A61B
8679479,C,C12,C12Y
8738101,H,H04,H04M
8754633,G,G01,G01R
8798396,H,H04,H04N
8794280,Y,Y10,Y10T
8811868,G,G03,G03G
8839719,B,B41,B41F
8845608,A,A61,A61F
8892654,H,H04,H04L
8899051,Y,Y02,Y02T
9037272,G,G05,G05D
9039275,H,H01,H01H
9059291,H,H10,H10D
9082930,H,H10,H10N
9079730,B,B65,B65H
9128749,G,G06,G06F
9135428,G,G06,G06F
9196417,H,H01,H01F
9203587,H,H04,H04L
9198596,G,G01,G01N
9220714,A,A61,A61K
9269700,H,H01,H01L
9298312,G,G09,G09G
9315462,C,C07,C07D
9400160,F,F42,F42B
9454532,G,G06,G06F
9484454,H,H10,H10D
9492974,Y,Y02,Y02T
9507353,H,H04,H04B
9580316,Y,Y10,Y10S
9613166,G,G06,G06F
9698148,H,H10,H10D
9735202,H,H10,H10D
9755211,Y,Y10,Y10T
9777126,Y,Y10,Y10T
9826204,H,H04,H04N
9881042,G,G06,G06F
9880576,Y,Y04,Y04S
9905454,H,H01,H01L
9937464,Y,Y02,Y02C
9971398,G,G06,G06F
10088185,F,F24,F24F
10102158,G,G06,G06F
10160746,C,C07,C07D
10166427,A,A63,A63B
10242564,G,G08,G08C
10246615,H,H10,H10H
10270971,H,H04,H04N
10349504,H,H05,H05B
10369172,C,C12,C12N
10434550,G,G21,G21F
10464298,B,B44,B44C
10495558,G,G01,G01N
10521309,G,G06,G06F
10551094,Y,Y02,Y02A
10574743,H,H04,H04L
10591763,Y,Y02,Y02P
10660497,A,A47,A47L
10673137,H,H01,H01Q
10680952,H,H04,H04W
10696543,B,B81,B81B
10714998,H,H02,H02K
10757507,H,H04,H04R
10757259,H,H04,H04L
10759658,B,B81,B81C
10793458,Y,Y02,Y02E
10807434,B,B60,B60G
10818158,G,G08,G08B
10878500,H,H04,H04L
10915446,G,G06,G06F
10919468,B,B60,B60R
10947733,E,E04,E04D
10947582,C,C12,C12N
10984095,H,H04,H04L
11016198,H,H04,H04B
11019196,H,H04,H04M
11025685,H,H04,H04W
11021399,Y,Y02,Y02P
11068747,G,G06,G06F
11109678,A,A47,A47B
11116415,G,G01,G01S
11120388,G,G06,G06Q
11162108,Y,Y02,Y02A
11195076,H,H01,H01Q
11240589,H,H04,H04R
11242780,F,F04,F04F
11259367,H,H05,H05B
11277035,H,H04,H04B
11303881,H,H04,H04N
11418518,H,H04,H04W
11424554,H,H01,H01Q
11441248,D,D04,D04B
11458616,G,G05,G05B
11486086,D,D06,D06M
11503313,H,H04,H04N
11531973,G,G06,G06Q
11540307,H,H04,H04W
11581346,H,H10,H10F
11597159,B,B33,B33Y
11793899,Y,Y10,Y10T
11820307,B,B62,B62D
11847450,G,G06,G06F
11845811,C,C08,C08B
11860529,G,G03,G03F
11865896,B,B60,B60H
11884743,Y,Y02,Y02A
11901367,H,H10,H10D
11903508,A,A47,A47G
11949122,Y,Y02,Y02T
11956892,H,H05,H05K
11982768,H,H03,H03K
12010564,H,H04,H04W
12012019,B,B60,B60N
12064103,A,A61,A61B
12090470,C,C07,C07C
12112105,Y,Y02,Y02A
12119480,Y,Y10,Y10T
12184462,H,H04,H04L
12360165,H,H02,H02K
3933242,Y,Y10,Y10S
3978341,B,B29,B29K
4006560,A,A47,A47G
4084187,H,H04,H04N
4114298,G,G09,G09D
4143821,B,B05,B05B
4154183,A,A63,A63J
4159674,Y,Y10,Y10S
4218586,H,H04,H04H
4225694,C,C07,C07C
4226844,Y,Y10,Y10S
4236003,C,C07,C07D
4285830,Y,Y10,Y10S
4321478,Y,Y02,Y02E
4374421,B,B60,B60T
4426769,Y,Y10,Y10T
4428324,A,A01,A01K
4440124,Y,Y02,Y02T
4451834,G,G01,G01D
4482593,Y,Y10,Y10T
4483595,C,C09,C09K
4494800,B,B62,B62L
4524759,Y,Y02,Y02A
4584143,D,D06,D06M
4613278,B,B65,B65G
4655761,A,A61,A61F
4724683,F,F24,F24H
4727622,E,E05,E05Y
4757526,H,H04,H04Q
4799047,G,G01,G01F
4822057,F,F16,F16J
4836397,A,A61,A61J
4851699,B,B07,B07C
4874636,G,G11,G11B
4883118,E,E21,E21B
4886511,A,A61,A61F
4958758,Y,Y10,Y10T
5037696,Y,Y10,Y10S
5086355,G,G02,G02B
5176003,Y,Y10,Y10S
5210393,H,H05,H05B
5210676,H,H02,H02G
5280713,D,D04,D04B
5295197,G,G06,G06N
5295367,F,F25,F25B
5298770,H,H10,H10D
5344417,A,A61,A61J
5354629,H,H01,H01M
5431465,A,A47,A47G
5474450,A,A61,A61C
5491587,G,G11,G11B
5491962,A,A01,A01D
5505343,B,B05,B05B
5545430,H,H05,H05K
5552549,A,A62,A62D
5573431,H,H01,H01R
5601343,B,B60,B60B
5658132,H,H02,H02M
5680147,G,G09,G09G
5785879,H,H05,H05K
5830395,Y,Y10,Y10T
5852662,H,H04,H04K
5878713,Y,Y02,Y02T
5922480,Y,Y10,Y10S
5941470,A,A01,A01K
5961044,Y,Y02,Y02P
5966228,H,H04,H04B
6020623,H,H10,H10D
6038851,Y,Y02,Y02E
6060783,Y,Y10,Y10S
6065757,F,F16,F16J
6082229,B,B25,B25B
6142804,H,H01,H01R
6159724,Y,Y10,Y10S
6182549,Y,Y10,Y10T
6237340,F,F02,F02K
6247532,E,E21,E21B
6331083,H,H01,H01H
6338456,B,B64,B64D
6345217,G,G05,G05D
6359188,F,F42,F42B
6367280,F,F25,F25D
6374341,G,G06,G06F
6425528,Y,Y10,Y10T
6527093,F,F16,F16F
6593255,Y,Y10,Y10T
6597298,H,H04,H04L
6620175,A,A45,A45D
6737724,H,H10,H10D
6765438,H,H03,H03F
6791407,H,H03,H03F
6819105,G,G01,G01R
6927825,G,G09,G09G
6929529,H,H01,H01L
6939816,H,H10,H10D
6940050,H,H05,H05B
6956570,G,G06,G06T
7010066,H,H04,H04L
7016795,H,H01,H01L
7031437,H,H04,H04L
7109687,H,H02,H02K
7141521,C,C03,C03C
7170673,H,H04,H04J
7178823,B,B62,B62K
7242792,H,H04,H04N
7246820,B,B60,B60R
7259631,H,H03,H03F
7317268,Y,Y02,Y02E
7364499,B,B24,B24B
7365909,Y,Y10,Y10S
7376262,G,G06,G06T
7379308,H,H05,H05K
7428453,B,B61,B61L
7430320,G,G06,G06V
7428870,Y,Y02,Y02T
7467238,G,G06,G06F
7480218,G,G11,G11B
7520819,G,G01,G01N
7548912,Y,Y10,Y10S
7599842,G,G06,G06Q
7624247,Y,Y10,Y10S
7639010,G,G01,G01R
7659158,H,H10,H10D
7728351,H,H10,H10F
7756302,H,H04,H04N
7855863,H,H02,H02H
7867985,C,C08,C08L
7875366,Y,Y10,Y10S
7923473,A,A61,A61K
7951428,C,C25,C25D
8004585,G,G02,G02B
8014067,H,H04,H04Q
8013178,Y,Y10,Y10T
8032516,G,G06,G06Q
8033920,Y,Y10,Y10S
8051331,G,G11,G11C
8066361,Y,Y10,Y10T
8114124,A,A61,A61B
8122445,G,G06,G06F
8146117,H,H04,H04N
8180667,H,H04,H04N
8185360,G,G06,G06F
8204515,G,G01,G01S
8205498,G,G01,G01P
8217505,H,H01,H01L
8222810,Y,Y10,Y10T
8311277,G,G11,G11B
8324249,C,C07,C07D
8331531,G,G01,G01R
8350328,H,H10,H10D
8397559,B,B60,B60C
8414924,C,C12,C12N
8434084,G,G06,G06F
8430347,B,B02,B02C
8457776,G,G05,G05D
8575719,H,H10,H10D
8574981,H,H10,H10D
8576338,H,H04,H04N
8663798,Y,Y10,Y10T
8713159,H,H04,H04L
8736851,G,G01,G01B
8739943,F,F16,F16D
8780444,G,G03,G03B
8866011,Y,Y10,Y10T
8881497,D,D02,D02J
8895551,C,C07,C07D
8960944,F,F21,F21V
8975711,H,H01,H01L
9003244,G,G11,G11C
9014742,H,H04,H04W
9023848,C,C07,C07D
9080497,F,F28,F28F
9085816,Y,Y10,Y10T
9095640,A,A61,A61L
9106333,H,H04,H04B
9194651,Y,Y10,Y10T
9193663,C,C07,C07C
9203448,H,H04,H04B
9241049,H,H04,H04L
9274126,G,G01,G01N
9345773,C,C08,C08L
9354984,Y,Y10,Y10S
9392510,Y,Y02,Y02D
9442533,G,G06,G06F
9495812,G,G07,G07C
9499426,C,C03,C03B
9505030,H,H10,H10D
9521256,H,H04,H04W
9532779,A,A61,A61B
9611080,F,F21,F21V
9673752,Y,Y02,Y02E
9705047,H,H10,H10H
9716545,H,H04,H04B
9732269,E,E21,E21B
9774685,Y,Y02,Y02D
9779381,G,G06,G06Q
9838580,H,H04,H04N
9931746,B,B25,B25G
9966406,H,H10,H10F
9981226,C,C02,C02F
10022811,Y,Y10,Y10T
10084090,H,H10,H10D
10144972,C,C12,C12Q
10175136,G,G08,G08B
10180845,H,H04,H04L
10233230,C,C07,C07K
10239601,Y,Y02,Y02T
10260125,F,F16,F16L
10263459,H,H02,H02J
10279478,G,G06,G06F
10318129,G,G06,G06F
10328875,G,G01,G01G
10335116,Y,Y10,Y10S
5227097,G,G21,G21K
3937641,F,F28,F28F
3939387,H,H02,H02P
4131503,B,B31,B31B
4168882,A,A61,A61B
4169912,Y,Y10,Y10T
4170267,E,E21,E21B
4240349,F,F42,F42B
4268188,Y,Y02,Y02P
4291020,A,A61,A61K
4314886,B,B01,B01J
4322877,Y,Y10,Y10T
4358123,A,A46,A46B
4401714,Y,Y02,Y02E
4449683,B,B64,B64D
4576694,H,H01,H01B
4598736,F,F16,F16K
4602980,Y,Y10,Y10T
4646985,B,B65,B65H
4659334,C,C10,C10L
4707902,B,B41,B41F
4775195,Y,Y10,Y10T
4857586,D,D06,D06M
4909162,F,F23,F23G
4930819,Y,Y10,Y10S
4997718,C,C03,C03C
5099120,G,G01,G01J
5130779,H,H01,H01L
5308932,G,G01,G01G
5334580,H,H10,H10N
5339587,E,E04,E04B
5339861,F,F16,F16L
5451736,H,H01,H01R
5492924,A,A61,A61K
5566058,F,F21,F21W
5573557,F,F02,F02M
5919313,C,C11,C11D
5923691,B,B82,B82Y
6006596,G,G01,G01P
6056493,B,B42,B42C
6076272,B,B01,B01D
6102861,G,G01,G01S
6208740,H,H04,H04R
6221291,Y,Y02,Y02W
6247159,G,G11,G11B
6323012,A,A61,A61K
6387399,B,B01,B01J
6415335,H,H04,H04L
6485683,A,A61,A61L
6493036,G,G09,G09G
6583479,H,H10,H10D
6625061,G,G06,G06F
6740266,C,C08,C08L
6750158,H,H10,H10H
6811551,A,A61,A61M
6816733,H,H04,H04W
6852973,G,G01,G01N
6937607,H,H04,H04L
7138974,G,G09,G09G
7163639,G,G02,G02B
7166480,H,H01,H01L
7226622,A,A61,A61M
7261217,B,B29,B29L
7404756,H,H01,H01L
7440153,G,G02,G02B
7494303,B,B23,B23B
7609098,H,H05,H05B
7635593,G,G01,G01N
7785387,C,C05,C05C
7855049,A,A61,A61K
7964865,H,H01,H01L
8021603,F,F27,F27D
8058184,C,C23,C23C
8153889,Y,Y02,Y02E
8200956,G,G06,G06F
8197106,F,F21,F21W
8212823,G,G06,G06F
8461215,C,C07,C07C
8679479,C,C12,C12N
8688568,G,G06,G06Q
8709434,A,A61,A61P
8778628,C,C07,C07D
8857269,A,A61,A61M
8882307,F,F21,F21V
8899051,F,F05,F05D
9134744,H,H02,H02M
9187042,B,B60,B60R
9203587,H,H04,H04W
9200930,B,B60,B60K
9356471,H,H02,H02M
9400142,F,F28,F28F
9472756,H,H10,H10B
9507353,G,G05,G05D
9581321,F,F21,F21Y
9580316,Y,Y02,Y02E
9650905,F,F05,F05D
9718561,G,G02,G02B
9815176,C,C04,C04B
9863369,F,F02,F02D
9905454,C,C30,C30B
9929549,H,H02,H02G
10102483,G,G06,G06F
10134295,G,G09,G09B
10246615,C,C09,C09J
10261393,G,G03,G03B
10270971,G,G08,G08B
10340732,H,H02,H02J
10412228,H,H04,H04L
10495558,E,E21,E21B
10556543,B,B60,B60R
10620891,G,G06,G06F
10624086,H,H04,H04B
10680952,H,H04,H04L
10701415,H,H04,H04L
10954297,A,A61,A61K
10984095,G,G06,G06F
10998183,B,B08,B08B
11016198,H,H04,H04H
11020420,A,A61,A61M
11025685,H,H04,H04L
11068747,G,G06,G06V
11165946,G,G03,G03B
11195076,G,G06,G06K
11259367,B,B01,B01F
11260163,A,A61,A61M
11273877,B,B62,B62D
11316594,H,H04,H04B
11319292,A,A61,A61P
11359269,C,C22,C22F
11408182,E,E01,E01B
11418518,H,H04,H04L
11441248,B,B65,B65D
11446686,B,B05,B05C
11540307,H,H04,H04L
11768007,F,F24,F24F
11793899,G,G05,G05D
11798057,G,G01,G01N
11819781,B,B01,B01J
11901367,G,G02,G02F
11897531,A,A47,A47B
11945783,A,A61,A61P
12074844,H,H04,H04L
12184462,H,H04,H04W
12267188,H,H04,H04B
12325218,A,A61,A61K
4013366,G,G01,G01B
4045593,B,B23,B23K
4159674,Y,Y10,Y10T
4284626,A,A01,A01N
4291544,F,F25,F25B
4321348,C,C08,C08F
4327248,H,H01,H01B
4339845,E,E05,E05Y
4391378,A,A47,A47F
4393732,F,F16,F16H
4427042,B,B27,B27C
4451834,B,B41,B41J
4502079,H,H03,H03K
4502126,G,G01,G01F
4506594,Y,Y02,Y02T
4517231,B,B65,B65D
4521677,G,G09,G09F
4808602,C,C07,C07C
4895772,C,C09,C09K
5019022,F,F16,F16H
5037696,Y,Y10,Y10T
5146365,G,G03,G03B
5185473,C,C07,C07C
5209543,B,B60,B60P
5229794,B,B41,B41J
5295367,F,F24,F24F
5446058,C,C07,C07C
5459670,G,G01,G01G
5491587,G,G02,G02B
5545430,C,C23,C23C
5565321,C,C12,C12N
5635008,C,C23,C23C
5843868,A,A01,A01N
5909443,H,H04,H04Q
5922480,H,H10,H10K
6027217,G,G06,G06F
6033973,H,H10,H10D
6159724,C,C12,C12N
6359188,F,F02,F02K
6368717,C,C23,C23C
6383488,G,G01,G01N
6440234,C,C21,C21D
6443176,F,F16,F16K
6593255,H,H05,H05K
6600448,G,G06,G06F
6737724,H,H01,H01L
6939771,H,H01,H01L
6939816,H,H01,H01L
6940050,G,G05,G05D
6982033,C,C02,C02F
7016795,G,G01,G01N
7049625,H,H10,H10K
7083556,A,A61,A61H
7141381,C,C07,C07K
7161118,A,A47,A47K
7241974,G,G01,G01F
7273869,A,A61,A61P
7306994,H,H01,H01L
7310464,H,H01,H01S
7365909,G,G03,G03F
7376262,G,G06,G06F
7382366,G,G06,G06F
7430320,G,G06,G06T
7520819,A,A63,A63B
7538129,A,A61,A61P
7724107,H,H01,H01P
7725945,G,G06,G06F
7753182,B,B60,B60T
7875366,H,H10,H10K
8029298,G,G01,G01N
8037007,G,G06,G06F
8066361,B,B41,B41J
8150788,H,H04,H04Q
8181416,F,F16,F16B
8222810,H,H05,H05K
8245526,F,F25,F25D
8311277,G,G06,G06F
8324249,A,A61,A61P
8331531,A,A61,A61N
8338437,A,A61,A61P
8457776,G,G01,G01S
8476126,H,H01,H01L
8562032,E,E05,E05C
8808842,D,D21,D21H
8821613,C,C22,C22B
8851913,H,H01,H01R
8866169,H,H01,H01L
8994858,H,H04,H04N
9014742,H,H04,H04L
9076448,G,G10,G10L
9095640,A,A61,A61P
9228334,E,E03,E03D
9327365,F,F28,F28F
9345773,C,C08,C08F
9354984,H,H04,H04L
9365463,F,F41,F41C
9392510,H,H04,H04W
9403878,Y,Y02,Y02A
9491598,H,H04,H04W
9499426,B,B65,B65D
9508320,G,G06,G06T
9617713,E,E02,E02F
9722130,Y,Y02,Y02E
9732269,C,C09,C09K
9774685,Y,Y02,Y02T
9853633,H,H03,H03K
9937671,F,F16,F16C
10033480,H,H03,H03M
10028941,A,A61,A61K
10227795,E,E05,E05C
10260125,C,C22,C22C
10262816,H,H01,H01H
10317005,H,H01,H01R
10318129,G,G04,G04G
10328875,B,B62,B62D
10335116,A,A61,A61B
10350626,B,B05,B05B
10372993,G,G06,G06V
10396342,Y,Y02,Y02P
3981329,E,E02,E02F
3991640,B,B26,B26D
4054307,E,E05,E05B
4169912,G,G11,G11B
4537559,F,F03,F03D
4833036,C,C08,C08L
4861705,C,C12,C12N
5429179,F,F25,F25B
5451736,B,B23,B23K
5707526,B,B01,B01D
5824551,A,A61,A61P
5971448,E,E05,E05B
6194782,H,H01,H01L
6245710,D,D06,D06P
6252886,H,H04,H04L
6699977,A,A23,A23L
6740266,C,C08,C08J
7045354,C,C07,C07K
7078039,C,C07,C07K
7198853,C,C09,C09J
7249284,G,G05,G05B
7261217,B,B29,B29C
7375995,H,H02,H02M
7494303,B,B23,B23C
7645331,C,C09,C09K
7910644,C,C08,C08G
8047194,B,B23,B23D
8212823,G,G06,G06T
8283025,C,C08,C08G
8303419,G,G06,G06F
8461215,C,C01,C01B
8481041,A,A61,A61K
8529783,H,H01,H01J
8587115,H,H01,H01L
8601791,F,F28,F28F
8611613,B,B41,B41F
8679479,A,A61,A61P
8778628,A,A61,A61P
8883057,A,A63,A63B
8961057,B,B62,B62B
9095917,B,B23,B23B
9315462,A,A61,A61P
9447996,F,F25,F25B
9581321,F,F21,F21S
9649265,A,A61,A61P
9735202,H,H10,H10N
9755211,Y,Y02,Y02E
9858600,G,G06,G06F
9969257,E,E05,E05D
10160746,A,A61,A61K
10369172,A,A61,A61K
10399330,B,B29,B29C
10434550,G,G01,G01T
10464298,B,B41,B41M
10647147,B,B42,B42D
10690608,A,A61,A61M
10793458,Y,Y02,Y02A
10878500,G,G06,G06F
11021399,C,C04,C04B
11068747,G,G06,G06T
11100521,G,G06,G06N
11147377,B,B29,B29C
11259367,B,B01,B01L
11292978,C,C07,C07C
11381598,G,G06,G06N
11408182,C,C08,C08L
11473588,F,F04,F04D
11486086,D,D01,D01D
11503041,G,G06,G06F
11732643,F,F02,F02C
11793899,B,B08,B08B
11894522,Y,Y02,Y02E
12017201,B,B01,B01J
12215607,F,F02,F02C
12360165,G,G01,G01R
12366626,G,G01,G01S
12429578,G,G01,G01S
3937506,E,E05,E05D
4226844,B,B01,B01J
4380301,B,B65,B65D
4427042,B,B23,B23D
4576627,C,C05,C05B
4598543,F,F02,F02C
4660452,B,B23,B23D
4909971,B,B29,B29C
5024961,H,H01,H01L
5075386,C,C08,C08F
5456882,B,B01,B01L
5658132,F,F25,F25B
5878262,G,G06,G06Q
5961044,Y,Y02,Y02B
6182549,B,B26,B26D
6246156,C,C04,C04B
6264952,A,A61,A61P
6291236,A,A61,A61K
6457292,E,E04,E04C
6876023,G,G11,G11C
6910187,G,G06,G06Q
6985508,G,G01,G01J
7141381,A,A61,A61K
7365909,G,G02,G02B
7370698,B,B23,B23P
7376262,G,G06,G06V
7382366,G,G06,G06T
7867985,A,A61,A61K
8029298,A,A61,A61B
8222810,G,G02,G02F
8346423,H,H01,H01H
8792113,G,G06,G06F
9133118,C,C07,C07D
9345773,A,A61,A61K
9403878,G,G01,G01N
9442533,E,E05,E05D
9474133,H,H04,H04L
9508320,G,G06,G06F
9534060,B,B01,B01J
9698006,C,C23,C23C
9722370,H,H05,H05K
9838580,G,G02,G02B
9937671,B,B64,B64D
9999094,H,H04,H04L
10132067,E,E03,E03D
10239601,B,B64,B64D
10264684,G,G11,G11B
10396342,H,H01,H01M
4169912,C,C09,C09C
4567096,C,C08,C08G
4659334,C,C08,C08F
4744374,A,A01,A01K
5082621,B,B82,B82Y
5658641,B,B01,B01D
6414834,C,C23,C23C
6960276,B,B29,B29K
7078039,A,A61,A61P
7786031,D,D03,D03D
7910644,B,B05,B05D
8153889,H,H10,H10F
8461215,B,B01,B01J
8486684,A,A23,A23L
8728553,A,A23,A23D
9238583,B,B01,B01J
