patent_id,section,cpc_class,cpc_subclass
5240621,D,D21,D21B
6224663,C,C04,C04B
10966442,A,A23,A23B
6567780,G,G07,G07D
7112453,C,C12,C12Q
9164559,G,G02,G02F
10598344,F,F21,F21K
11927057,G,G01,G01J
5240621,D,D21,D21D
10450346,A,A61,A61K
9164559,G,G02,G02B
11581969,G,G11,G11B
11927057,E,E06,E06B
7112453,B,B01,B01J
11581969,G,G10,G10L
6224663,A,A61,A61Q
6567780,G,G06,G06T
11581969,G,G06,G06Q
5240621,B,B01,B01D
6224663,A,A23,A23L
6567780,G,G06,G06F
11752416,A,A61,A61B
8016008,Y,Y10,Y10T
8064476,H,H04,H04L
8118507,A,A45,A45D
8150274,G,G03,G03G
8167586,Y,Y10,Y10T
8185500,G,G06,G06F
8197855,A,A61,A61K
8233484,H,H04,H04L
8237973,G,G06,G06F
8429186,G,G16,G16H
8442712,H,H02,H02H
8478015,G,G06,G06T
8526417,H,H04,H04W
8692812,G,G06,G06F
8724545,H,H04,H04W
8785915,H,H10,H10K
8799605,G,G06,G06F
8847112,B,B23,B23K
8853112,C,C04,C04B
8859871,G,G10,G10D
8867205,H,H05,H05K
8900216,A,A61,A61M
8903729,H,H03,H03G
8939845,F,F16,F16C
8946144,C,C07,C07K
9065130,Y,Y02,Y02P
9157285,E,E21,E21B
9169514,C,C12,C12Q
9185213,H,H04,H04M
9211901,B,B62,B62B
9318078,G,G09,G09G
9333851,Y,Y10,Y10T
9365067,B,B41,B41M
9364675,H,H10,H10N
9376806,Y,Y10,Y10T
9413287,Y,Y02,Y02B
9427017,C,C08,C08K
9456631,B,B30,B30B
9524715,G,G10,G10L
9571920,H,H04,H04R
9567751,E,E04,E04C
9569774,H,H04,H04L
9585218,Y,Y02,Y02B
9601908,H,H02,H02G
9653729,H,H01,H01M
9660510,H,H02,H02M
9682183,F,F04,F04C
9691812,H,H10,H10F
9759271,F,F16,F16D
9769155,H,H04,H04L
9800955,H,H04,H04N
9807264,H,H04,H04N
9862038,B,B23,B23C
9863138,E,E04,E04B
9868235,B,B29,B29C
9887706,H,H04,H04L
9903870,G,G01,G01N
9932237,Y,Y02,Y02E
9984704,H,H04,H04R
9999656,A,A61,A61K
10019121,G,G06,G06F
10033968,H,H04,H04N
10055289,G,G11,G11B
10056994,H,H04,H04W
10064217,H,H04,H04L
10107789,G,G01,G01N
10106043,Y,Y04,Y04S
10121098,G,G06,G06F
10167558,H,H01,H01J
10191172,G,G01,G01V
10333173,Y,Y02,Y02E
10348687,H,H04,H04L
10355190,Y,Y10,Y10S
10357807,B,B60,B60S
10408767,G,G01,G01B
10415220,E,E03,E03C
10465090,C,C09,C09D
10504812,H,H05,H05K
10540603,H,H04,H04Q
10543183,G,G01,G01N
10553495,H,H10,H10D
10587514,H,H04,H04L
10601568,H,H04,H04L
10674609,H,H05,H05K
10722985,Y,Y02,Y02P
10738664,F,F16,F16N
10748311,G,G06,G06F
10791645,Y,Y10,Y10T
10836599,G,G03,G03G
10884463,G,G09,G09F
10965450,H,H04,H04L
10972019,H,H02,H02N
10998600,Y,Y02,Y02T
11004400,G,G09,G09G
11038397,H,H02,H02K
11066304,C,C08,C08F
11149148,C,C09,C09C
11171188,H,H10,H10K
11172981,A,A61,A61B
11207092,A,A61,A61B
11231511,G,G01,G01V
11394997,H,H04,H04N
11391135,E,E21,E21B
11389431,C,C12,C12N
11413534,A,A63,A63F
11451648,H,H04,H04L
11523479,Y,Y02,Y02B
11525446,F,F25,F25B
11579311,G,G01,G01S
11584891,C,C10,C10G
11623456,G,G01,G01G
11691893,Y,Y02,Y02W
11786860,Y,Y02,Y02C
11793690,A,A61,A61G
11816986,H,H04,H04W
11996461,H,H10,H10D
12024679,C,C10,C10G
12072491,G,G06,G06F
12100536,H,H01,H01T
12124907,G,G06,G06Q
12144544,G,G16,G16H
12152149,Y,Y02,Y02A
12180046,B,B66,B66D
12192840,H,H04,H04W
12230914,H,H02,H02G
12232380,H,H10,H10K
12261869,H,H04,H04L
12287216,G,G01,G01C
12306368,G,G01,G01W
12323534,H,H04,H04L
12407836,H,H04,H04N
12403301,A,A61,A61N
12407275,H,H02,H02M
10760314,E,E05,E05Y
8189928,G,G06,G06F
8325426,G,G02,G02B
8393703,G,G06,G06K
8450372,A,A61,A61P
8629116,A,A61,A61P
8653569,H,H10,H10K
8771776,A,A23,A23L
8853112,B,B02,B02C
8867205,G,G06,G06F
8939535,B,B41,B41J
8946144,C,C07,C07F
8949039,B,B65,B65H
9012366,H,H10,H10N
9056515,D,D21,D21H
9126453,B,B42,B42D
9135884,G,G09,G09G
9138664,B,B01,B01D
9153137,G,G08,G08G
9180181,C,C12,C12R
9234032,C,C07,C07K
9260430,C,C07,C07D
9333851,Y,Y02,Y02T
9333825,B,B62,B62D
9427017,A,A23,A23B
9476813,G,G01,G01N
9501821,B,B23,B23K
9511310,C,C02,C02F
9536054,G,G06,G06T
9550512,A,A61,A61G
9601908,H,H01,H01B
9613440,A,A61,A61B
9644922,F,F41,F41G
9653495,G,G02,G02F
9887706,H,H03,H03M
9920318,C,C07,C07K
9932237,H,H01,H01M
9952557,G,G03,G03H
9999005,H,H04,H04W
10055289,G,G06,G06F
10054488,G,G01,G01K
10064504,A,A47,A47G
10099288,B,B22,B22F
10130128,D,D02,D02G
10142664,G,G06,G06T
10181673,H,H01,H01R
10279791,B,B61,B61K
10308962,C,C12,C12R
10328593,B,B23,B23P
10415220,A,A47,A47K
10449552,B,B03,B03C
10598139,F,F23,F23K
10601568,H,H04,H04W
10599522,G,G06,G06F
10738664,F,F02,F02F
10748311,G,G06,G06T
10759906,C,C08,C08G
10791645,H,H05,H05K
10884463,G,G06,G06F
10965450,H,H04,H04W
10972019,G,G02,G02B
10988477,A,A61,A61P
11066304,C,C01,C01B
11152793,H,H02,H02J
11174426,G,G02,G02B
11196852,G,G06,G06F
11306151,C,C07,C07K
11355314,B,B08,B08B
11386382,G,G06,G06Q
11567394,G,G03,G03B
11606139,H,H04,H04B
11656003,F,F04,F04C
11674596,F,F16,F16L
11699775,H,H01,H01L
11728734,H,H02,H02M
11786860,Y,Y02,Y02A
11881719,H,H02,H02J
12072491,G,G02,G02B
12109294,A,A61,A61K
12152149,E,E01,E01C
12192840,H,H04,H04L
12188661,F,F24,F24C
12227828,C,C30,C30B
12232380,G,G09,G09G
12336443,H,H10,H10N
11449741,G,G06,G06N
8189928,G,G06,G06V
8195825,G,G06,G06Q
8273597,H,H10,H10F
8277523,C,C10,C10J
8392130,H,H02,H02J
8393703,B,B41,B41J
8442712,B,B60,B60L
8675304,F,F16,F16C
8867205,F,F28,F28F
9010852,B,B60,B60R
9135884,G,G06,G06F
9145520,C,C10,C10B
9265341,A,A47,A47F
9333851,B,B60,B60K
9511310,B,B63,B63J
9536054,G,G06,G06V
9550512,A,A22,A22B
9601908,F,F16,F16C
9662515,A,A61,A61K
9703340,G,G06,G06F
9710848,B,B27,B27B
9999656,A,A61,A61B
10064217,H,H04,H04W
10079458,G,G03,G03B
10106043,Y,Y02,Y02E
10142664,G,G06,G06F
10150345,B,B62,B62D
10191172,B,B63,B63G
10214522,C,C07,C07D
10328593,B,B21,B21F
10355190,H,H10,H10N
10357807,B,B08,B08B
10465090,C,C08,C08L
10598139,F,F23,F23D
10611907,H,H01,H01L
10697587,F,F16,F16P
10722985,B,B23,B23K
10759906,C,C07,C07K
10876856,B,B64,B64D
11046802,C,C08,C08L
11087096,G,G06,G06F
11108995,G,G01,G01N
11106525,G,G06,G06F
11174426,G,G02,G02F
11182495,G,G05,G05B
11651637,G,G06,G06Q
11786860,B,B01,B01D
11996461,B,B82,B82Y
12059042,A,A43,A43B
12077347,B,B65,B65D
12178509,A,A61,A61B
12227828,C,C23,C23C
12250243,G,G06,G06F
12287216,B,B60,B60L
8114533,C,C07,C07F
8392130,G,G01,G01R
8946144,A,A61,A61K
9225804,G,G06,G06Q
9536054,G,G06,G06F
9631185,A,A23,A23K
9758372,B,B81,B81C
9773020,G,G06,G06F
9800955,G,G06,G06N
9932237,C,C08,C08K
9984704,G,G06,G06V
10106043,H,H02,H02J
10279791,B,B60,B60T
10355190,H,H10,H10D
10357807,B,B05,B05B
10722985,B,B22,B22F
10737943,C,C01,C01B
10791645,H,H01,H01R
10998600,H,H01,H01M
11046802,C,C08,C08F
11881719,G,G01,G01R
11958908,A,A61,A61P
12059042,A,A43,A43C
12152149,C,C08,C08G
12267015,H,H01,H01S
12304962,A,A61,A61K
9180181,A,A61,A61K
9278234,A,A23,A23G
9984704,G,G06,G06F
10054488,B,B61,B61L
10465090,C,C07,C07C
10484843,H,H03,H03G
10519222,A,A61,A61K
10543183,C,C07,C07F
11174426,B,B32,B32B
10540603,G,G01,G01R
10611907,B,B32,B32B
10791645,B,B29,B29K
9495803,A,A63,A63F
9932237,B,B08,B08B
10598139,F,F02,F02C
12059042,A,A41,A41D
3981329,Y,Y10,Y10T
4021067,Y,Y10,Y10T
4035972,E,E04,E04B
4037326,G,G01,G01K
4056658,C,C07,C07K
4071817,Y,Y02,Y02E
4187064,F,F01,F01C
4212940,Y,Y10,Y10S
4262602,B,B61,B61D
4263666,G,G04,G04C
4268188,Y,Y10,Y10S
4314886,C,C10,C10G
4498872,B,B63,B63H
4524605,G,G01,G01N
4605572,C,C04,C04B
4609946,H,H04,H04N
4613989,G,G01,G01S
4646319,H,H04,H04B
4646985,F,F22,F22B
4658247,G,G09,G09G
4744374,B,B01,B01J
4761725,Y,Y02,Y02B
4790932,B,B03,B03D
4804478,C,C02,C02F
4833036,Y,Y10,Y10T
4857586,D,D21,D21H
4873115,C,C23,C23C
4909162,Y,Y02,Y02P
4922583,Y,Y10,Y10T
4939102,Y,Y10,Y10S
4979756,Y,Y10,Y10T
4997718,H,H01,H01L
5007963,C,C09,C09C
5048266,B,B65,B65B
5061990,H,H05,H05K
5079915,Y,Y02,Y02T
5099157,H,H03,H03K
5130779,H,H05,H05K
5141843,G,G03,G03C
5226156,G,G06,G06F
5451963,G,G01,G01S
5454782,A,A61,A61N
5480058,A,A47,A47B
5492924,C,C07,C07D
5509967,H,H01,H01L
5526400,H,H04,H04W
5530393,G,G06,G06G
5566058,F,F21,F21V
5658641,Y,Y10,Y10T
5707526,Y,Y10,Y10T
5757174,G,G05,G05F
5812843,G,G06,G06F
5836828,A,A63,A63B
5863796,C,C07,C07K
5866617,A,A61,A61K
5919313,Y,Y10,Y10S
5923691,H,H01,H01S
5959631,G,G06,G06T
6038139,H,H05,H05F
6091156,H,H01,H01L
6161232,A,A61,A61G
6167567,G,G06,G06F
6176135,G,G01,G01N
6194782,Y,Y02,Y02P
6208533,H,H02,H02M
6214370,A,A61,A61K
6285124,H,H10,H10K
6362481,G,G01,G01T
6380509,F,F16,F16L
6393389,G,G06,G06F
6503146,G,G07,G07F
6521071,B,B29,B29D
6532256,H,H04,H04K
6556467,G,G11,G11C
6565443,G,G06,G06F
6583479,H,H10,H10B
6684132,G,G03,G03F
6684702,F,F01,F01N
6699977,C,C08,C08B
6701839,B,B41,B41M
6740266,Y,Y10,Y10T
6752826,A,A61,A61F
6811551,A,A61,A61F
6824621,Y,Y10,Y10S
6922968,E,E04,E04C
6960276,Y,Y10,Y10T
7045354,C,C12,C12M
7138974,H,H05,H05B
7163639,Y,Y10,Y10T
7166480,H,H01,H01J
7166837,H,H01,H01J
7170238,H,H05,H05B
7217267,A,A61,A61N
7221889,G,G03,G03G
7277555,H,H04,H04R
7371644,H,H10,H10D
7411594,G,G09,G09B
7439680,H,H05,H05B
7465522,G,G03,G03F
7494303,Y,Y10,Y10T
7515324,G,G09,G09G
7576219,C,C07,C07D
7602890,H,H04,H04M
7626262,H,H01,H01L
7635593,Y,Y10,Y10T
7643629,H,H04,H04M
7693507,H,H04,H04L
7752059,G,G16,G16H
7825964,H,H04,H04N
7841738,F,F21,F21V
7914828,A,A61,A61K
7924598,G,G11,G11C
7964865,H,H10,H10D
7966059,H,H01,H01F
7966952,B,B64,B64D
8029502,A,A61,A61B
8048585,Y,Y10,Y10T
8059144,G,G06,G06T
8058184,H,H01,H01L
8103891,Y,Y02,Y02D
8109070,A,A01,A01D
8135920,Y,Y02,Y02D
8134347,H,H02,H02J
8150445,H,H04,H04W
8161586,A,A61,A61G
8179036,H,H10,H10K
8197106,F,F21,F21V
8219274,G,G05,G05D
8220879,E,E05,E05B
8231411,H,H01,H01R
8283025,Y,Y10,Y10T
8361350,H,H05,H05K
8400233,H,H04,H04B
8456610,G,G03,G03F
8464029,G,G06,G06F
8486684,C,C12,C12Y
8494646,A,A61,A61N
8492060,G,G03,G03G
8493362,G,G06,G06F
8508485,H,H04,H04M
8531906,G,G11,G11C
8529783,Y,Y10,Y10T
8555905,F,F16,F16G
8611613,G,G06,G06F
8621286,G,G06,G06F
8673958,Y,Y02,Y02E
8688568,G,G06,G06F
8689252,H,H04,H04H
8728553,A,A61,A61P
8755070,G,G06,G06F
8762746,G,G06,G06F
8797934,Y,Y02,Y02D
8848357,G,G06,G06F
8856469,G,G06,G06F
8882479,F,F04,F04B
8985424,B,B25,B25C
9023185,C,C02,C02F
9072088,Y,Y02,Y02D
9095917,Y,Y10,Y10T
9128229,G,G02,G02B
9246560,H,H04,H04L
9393780,B,B41,B41J
9400142,F,F28,F28D
9447996,Y,Y02,Y02E
9472756,H,H10,H10N
9544074,H,H04,H04H
9551229,F,F05,F05D
9629089,Y,Y02,Y02D
9626898,H,H10,H10K
9649265,A,A61,A61Q
9718561,G,G08,G08B
9772913,G,G11,G11C
9770159,Y,Y10,Y10T
9824634,G,G09,G09G
9845408,C,C09,C09D
9878653,B,B60,B60P
9929549,H,H02,H02B
9953282,G,G06,G06Q
9969257,Y,Y02,Y02T
10014943,H,H04,H04B
10034595,A,A47,A47L
10047367,C,C12,C12N
10091786,H,H04,H04L
10134295,H,H04,H04R
10156657,G,G01,G01V
10166446,B,B65,B65D
10207364,B,B23,B23K
10243973,H,H04,H04L
10338862,G,G06,G06K
10348407,H,H04,H04B
10385773,F,F02,F02B
10394713,G,G06,G06F
10399330,B,B41,B41J
10429406,G,G01,G01P
10440046,H,H04,H04L
10528905,G,G06,G06Q
10599827,H,H04,H04L
10617580,A,A61,A61G
10649243,G,G02,G02F
10665069,G,G08,G08B
10701415,H,H04,H04N
10705085,Y,Y02,Y02A
10734191,H,H01,H01J
10754521,H,H04,H04L
10867146,H,H04,H04W
10876960,G,G02,G02B
11012420,H,H04,H04L
11020420,A,A61,A61K
11039958,A,A61,A61F
11147377,Y,Y10,Y10T
11187854,G,G06,G06F
11202491,C,C09,C09D
11210452,G,G06,G06F
11231312,G,G01,G01F
11260163,A,A61,A61B
11292692,B,B66,B66B
11338239,B,B01,B01D
11408182,E,E04,E04F
11422203,G,G01,G01R
11473588,F,F05,F05D
11481452,G,G06,G06F
11533932,A,A23,A23P
11553729,A,A23,A23L
11566646,F,F16,F16B
11591143,B,B65,B65D
11623799,G,G01,G01F
11869972,H,H10,H10D
11937613,B,B65,B65G
11987481,B,B66,B66C
12105184,G,G01,G01S
12170400,H,H01,H01Q
12215607,F,F05,F05D
12254353,G,G06,G06F
12347609,H,H01,H01F
12375128,H,H04,H04W
7424237,G,G03,G03G
3937506,Y,Y10,Y10T
4022278,E,E21,E21B
4042505,B,B01,B01D
4042997,A,A47,A47L
4044462,Y,Y10,Y10T
4045593,Y,Y10,Y10T
4050813,G,G03,G03B
4058966,D,D01,D01H
4063455,G,G01,G01F
4077059,G,G06,G06F
4075750,Y,Y10,Y10T
4185008,C,C08,C08K
4278345,G,G03,G03G
4284626,C,C07,C07F
4339845,E,E05,E05F
4340955,G,G11,G11B
4362499,F,F23,F23N
4380301,F,F16,F16B
4391378,A,A47,A47B
4412557,Y,Y10,Y10T
4477196,G,G04,G04C
4506415,Y,Y10,Y10T
4506594,Y,Y10,Y10T
4532483,H,H01,H01P
4576627,C,C05,C05D
4589367,B,B05,B05C
4598543,Y,Y10,Y10T
4618148,A,A63,A63B
4699076,Y,Y10,Y10T
4748932,C,C30,C30B
4797713,G,G03,G03D
4798647,F,F16,F16D
4878188,H,H03,H03H
4895772,G,G21,G21K
4900034,A,A63,A63F
4916898,Y,Y02,Y02T
4918987,G,G01,G01P
4957865,C,C12,C12N
5024961,Y,Y10,Y10S
5025309,H,H04,H04N
5157942,Y,Y02,Y02A
5183384,B,B63,B63H
5185473,C,C08,C08G
5198130,C,C10,C10M
5219220,Y,Y10,Y10S
5229794,G,G03,G03G
5249342,Y,Y10,Y10T
5276211,C,C11,C11B
5304098,F,F16,F16H
5315472,H,H05,H05K
5370082,A,A01,A01K
5402365,G,G01,G01C
5434260,A,A61,A61K
5459670,Y,Y10,Y10S
5546161,G,G03,G03G
5565321,C,C12,C12Q
5603630,H,H01,H01Q
5605550,Y,Y10,Y10T
5635008,Y,Y10,Y10T
5646903,G,G11,G11C
5657775,A,A46,A46B
5671968,B,B62,B62D
5680408,G,G06,G06F
5688647,C,C12,C12Q
5691413,C,C08,C08K
5708166,C,C07,C07D
5709925,Y,Y10,Y10T
5734937,G,G02,G02B
5789923,G,G01,G01R
5826120,G,G03,G03B
5831419,G,G11,G11C
5848630,E,E06,E06B
5899736,H,H01,H01L
5909443,H,H04,H04L
5997286,F,F27,F27B
6027217,G,G16,G16H
6051957,Y,Y02,Y02E
6092191,H,H04,H04L
6097442,H,H04,H04N
6178214,H,H04,H04L
6182966,A,A63,A63F
6233173,G,G11,G11C
6263576,B,B26,B26B
6339015,H,H10,H10D
6348472,C,C07,C07D
6360365,G,G06,G06F
6383488,Y,Y02,Y02A
6382489,A,A45,A45F
6395533,Y,Y10,Y10S
6412327,G,G01,G01G
6422277,B,B27,B27B
6441851,H,H04,H04N
6457292,Y,Y10,Y10T
6490091,Y,Y10,Y10T
6544972,A,A61,A61K
6560258,H,H01,H01S
6591895,B,B22,B22D
6610636,C,C10,C10G
6668460,B,B26,B26B
6707408,H,H03,H03L
6728516,H,H04,H04L
6814279,B,B65,B65D
6848696,A,A61,A61H
6985508,H,H01,H01S
7019665,E,E21,E21B
7051830,B,B60,B60R
7067702,C,C07,C07C
7111969,F,F21,F21S
7115593,A,A01,A01N
7137841,H,H05,H05K
7189803,Y,Y10,Y10S
7236638,Y,Y10,Y10S
7241974,H,H05,H05B
7261057,A,A01,A01K
7280248,B,B41,B41L
7306994,H,H10,H10D
7370149,G,G11,G11B
7370698,Y,Y10,Y10T
7382366,G,G09,G09G
7443060,H,H02,H02K
7476219,A,A61,A61F
7480136,G,G11,G11B
7482400,C,C09,C09C
7495496,H,H03,H03L
7518434,G,G05,G05F
7538129,C,C07,C07D
7557670,H,H03,H03K
7642029,G,G03,G03G
7707567,G,G06,G06F
7732835,H,H10,H10D
7753182,B,B62,B62B
7757942,G,G07,G07F
7766817,A,A61,A61B
7802071,G,G06,G06F
7816738,H,H10,H10D
7859009,H,H10,H10D
7867505,A,A61,A61K
7901988,H,H01,H01L
7921705,F,F01,F01P
7988555,A,A63,A63F
8038800,C,C10,C10B
8077597,H,H04,H04B
8150788,H,H04,H04L
8181416,Y,Y10,Y10T
8194215,G,G02,G02F
8202266,A,A61,A61M
8226504,A,A63,A63B
8245526,F,F25,F25B
8268439,Y,Y10,Y10T
8313507,A,A61,A61B
8365654,F,F04,F04B
8366994,C,C23,C23C
8461216,C,C07,C07C
8521496,E,E21,E21B
8619890,H,H04,H04L
8619073,G,G06,G06T
8621806,F,F16,F16B
8664869,H,H05,H05B
8742788,H,H03,H03F
8840835,A,A61,A61L
8855468,H,H04,H04N
8866169,H,H10,H10H
8875022,H,H04,H04N
8915953,C,C22,C22F
8922164,H,H02,H02J
9023977,C,C08,C08G
9043263,Y,Y04,Y04S
9047794,G,G09,G09F
9058417,G,G06,G06F
9081621,G,G06,G06F
9090530,C,C07,C07C
9122509,G,G06,G06F
9132314,A,A63,A63B
9139036,B,B43,B43K
9173746,A,A61,A61B
9180018,A,A61,A61F
9300703,H,H04,H04M
9300578,H,H04,H04L
9311621,H,H04,H04L
9332717,A,A23,A23J
9359114,B,B65,B65D
9365463,F,F42,F42B
9430130,G,G06,G06F
9460096,G,G06,G06F
9474133,Y,Y02,Y02B
9491598,H,H04,H04N
9496988,H,H04,H04L
9511453,B,B23,B23K
9534060,C,C07,C07K
9539334,B,B29,B29C
9572392,A,A42,A42B
9581525,G,G01,G01M
9589199,G,G06,G06V
9629194,H,H04,H04W
9682497,B,B29,B29C
9698006,Y,Y10,Y10T
9794833,H,H04,H04W
9834710,C,C09,C09J
9840880,E,E21,E21B
9942314,H,H04,H04L
9950191,A,A61,A61B
10015365,H,H04,H04N
10068092,G,G06,G06F
10096501,H,H01,H01L
10132067,Y,Y10,Y10T
10147612,H,H01,H01L
10156594,G,G01,G01R
10162939,G,G16,G16Z
10188963,C,C12,C12M
10201170,Y,Y02,Y02W
10236731,H,H02,H02P
10262816,H,H03,H03K
10282230,G,G06,G06F
10286080,A,A61,A61K
10292219,Y,Y02,Y02B
10317005,H,H04,H04M
10357278,A,A61,A61B
11283702,H,H04,H04L
3955740,B,B23,B23K
3981329,F,F16,F16L
4056658,A,A23,A23K
4187149,A,A61,A61L
4189808,B,B65,B65F
4410005,F,F16,F16K
4416715,E,E04,E04B
4502652,B,B64,B64D
4510570,B,B30,B30B
4527060,H,H04,H04N
4537559,Y,Y02,Y02E
4785446,H,H04,H04Q
4789831,G,G01,G01S
4833036,C,C09,C09J
4861705,G,G01,G01N
4900780,C,C07,C07K
4922583,Y,Y10,Y10S
4979756,F,F16,F16K
5034348,H,H01,H01L
5079915,F,F23,F23R
5122852,G,G02,G02B
5141843,C,C07,C07D
5153139,G,G01,G01N
5286577,Y,Y02,Y02E
5409950,C,C12,C12P
5420043,Y,Y02,Y02E
5534442,G,G02,G02B
5658641,Y,Y10,Y10S
5712785,G,G01,G01S
5757174,G,G01,G01R
5790611,H,H03,H03K
5844112,C,C07,C07C
5863796,A,A61,A61K
5909667,G,G06,G06F
5912915,G,G02,G02B
5963823,H,H01,H01L
6003904,B,B60,B60K
6079348,B,B63,B63H
6182572,B,B41,B41F
6207947,G,G02,G02B
6252886,H,H04,H04J
6322197,B,B41,B41J
6380509,B,B23,B23K
6402001,F,F41,F41C
6450475,F,F16,F16M
6583230,C,C08,C08F
6632065,H,H01,H01L
6669564,A,A63,A63F
6684132,F,F16,F16F
6682916,C,C07,C07C
6754516,A,A61,A61B
6831788,G,G02,G02B
6845384,G,G06,G06F
6975718,H,H04,H04M
6975382,G,G03,G03B
7045354,C,C12,C12N
7075698,G,G01,G01J
7078039,C,C12,C12N
7238514,C,C12,C12P
7329635,C,C08,C08F
7367850,H,H01,H01R
7450439,G,G05,G05F
7497189,A,A01,A01K
7536400,G,G06,G06F
7576219,A,A61,A61P
7693507,H,H04,H04W
7732544,C,C07,C07F
7752059,A,A61,A61B
7758751,B,B01,B01D
7910644,C,C08,C08K
8004202,H,H05,H05B
8047194,F,F16,F16P
8103891,G,G06,G06F
8119661,A,A61,A61P
8129024,B,B32,B32B
8150360,H,H04,H04B
8198229,A,A61,A61K
8220879,A,A47,A47B
8380013,G,G06,G06F
8400233,H,H03,H03H
8421532,H,H03,H03F
8486684,C,C12,C12N
8530766,G,G02,G02F
8529783,Y,Y10,Y10S
8555905,A,A45,A45B
8587115,H,H05,H05K
8601791,F,F28,F28D
8611613,B,B65,B65H
8643480,G,G06,G06F
8654262,H,H04,H04N
8738101,G,G06,G06F
8798396,G,G06,G06T
8845608,A,A61,A61M
8884020,A,A61,A61P
8961057,F,F16,F16C
9023185,B,B01,B01D
9037272,G,G05,G05B
9128229,G,G02,G02F
9238583,C,C10,C10L
9286868,G,G10,G10D
9340254,B,B62,B62K
9392592,H,H04,H04L
9447996,Y,Y02,Y02C
9518156,C,C08,C08J
9609736,G,G06,G06F
9629089,H,H04,H04W
9626898,G,G09,G09G
9735202,H,H10,H10B
9755211,Y,Y02,Y02T
9772913,G,G06,G06F
9775958,A,A61,A61M
9840666,H,H01,H01L
9845408,C,C09,C09G
9858600,G,G06,G06Q
9969257,E,E05,E05Y
10062729,H,H01,H01L
10091786,H,H04,H04W
10156657,F,F04,F04C
10167923,B,B60,B60K
10217809,H,H01,H01C
10228127,F,F21,F21V
10231437,A,A01,A01K
10283476,H,H01,H01L
10326399,H,H02,H02P
10349504,G,G03,G03B
10435920,E,E05,E05C
10472743,D,D02,D02G
10599827,G,G06,G06F
10604435,C,C03,C03B
10647147,G,G02,G02B
10696543,B,B81,B81C
10723074,B,B29,B29C
10753017,D,D04,D04B
10759658,B,B81,B81B
10775582,B,B29,B29C
10853163,H,H03,H03M
10867146,H,H04,H04L
10876960,G,G01,G01F
10878500,G,G06,G06Q
10929940,G,G06,G06Q
10935955,B,B25,B25J
10946997,G,G01,G01F
10947582,C,C12,C12Q
11116415,A,A61,A61B
11140516,H,H04,H04M
11147377,E,E04,E04C
11242780,F,F01,F01M
11296498,G,G01,G01W
11458616,B,B25,B25J
11503313,H,H04,H04L
11499734,Y,Y02,Y02D
11594797,H,H01,H01P
11724791,B,B64,B64C
11732643,F,F05,F05D
11820307,B,B60,B60J
11845811,C,C08,C08L
11859346,D,D21,D21H
11869972,H,H01,H01L
11949122,Y,Y02,Y02E
12111355,G,G06,G06F
12119480,Y,Y02,Y02E
12170400,H,H01,H01L
12254353,G,G06,G06T
12251449,A,A61,A61P
12395566,H,H04,H04L
3937506,Y,Y10,Y10S
4042997,A,A46,A46B
4091086,C,C01,C01B
4222422,B,B65,B65D
4285830,G,G21,G21F
4380301,F,F01,F01M
4412557,A,A01,A01M
4440124,F,F02,F02B
4452481,B,B66,B66C
4482593,D,D06,D06N
4643980,G,G01,G01N
4683190,G,G03,G03F
4699076,B,B63,B63B
4727622,E,E05,E05D
4754486,H,H04,H04M
4822057,E,E21,E21B
4836397,A,A61,A61M
4895996,C,C07,C07C
5093696,H,H10,H10H
5185147,C,C12,C12N
5198130,C,C10,C10N
5280713,B,B65,B65H
5356776,G,G01,G01N
5383046,H,H04,H04J
5390957,A,A63,A63C
5691452,B,B32,B32B
5773918,G,G03,G03F
5831419,G,G05,G05F
5848630,E,E05,E05B
5852662,H,H04,H04M
5878262,G,G06,G06F
5878713,F,F02,F02D
5894347,G,G01,G01N
5984528,F,F16,F16C
6038851,F,F02,F02C
6045896,C,C03,C03C
6051957,H,H02,H02J
6264952,Y,Y02,Y02A
6268666,H,H02,H02J
6331083,G,G06,G06F
6457292,Y,Y10,Y10S
6490091,H,H01,H01J
6601257,A,A46,A46B
6658336,B,B60,B60R
6716356,A,A61,A61M
6814279,A,A01,A01K
6910187,H,H04,H04L
6927825,G,G02,G02F
6929529,B,B24,B24B
7067735,H,H01,H01H
7111969,F,F21,F21Y
7179006,B,B43,B43K
7189803,C,C12,C12P
7199160,A,A61,A61P
7236638,G,G06,G06F
7352061,H,H01,H01L
7370149,G,G06,G06F
7386760,G,G06,G06F
7503836,B,B24,B24B
7510861,C,C12,C12P
7624247,G,G06,G06F
7832010,G,G06,G06F
7968510,C,C11,C11D
8014067,G,G02,G02B
8015173,G,G06,G06F
8032516,G,G06,G06F
8056277,F,F41,F41G
8268439,Y,Y10,Y10S
8346423,Y,Y02,Y02T
8349593,A,A01,A01N
8366994,C,C22,C22C
8414924,A,A61,A61L
8477605,H,H04,H04M
8575719,H,H10,H10B
8619890,H,H03,H03M
8638971,H,H04,H04R
8713159,G,G06,G06F
8840835,A,A23,A23B
8855687,H,H04,H04M
9003244,G,G06,G06F
9056086,A,A61,A61K
9133118,C,C09,C09K
9173746,A,A61,A61F
9203448,H,H03,H03F
9254909,B,B64,B64C
9277193,H,H04,H04N
9308126,A,A61,A61F
9442533,E,E05,E05Y
9474133,H,H05,H05B
9492996,B,B41,B41P
9496988,H,H04,H04W
9534060,B,B01,B01D
